EmpID,Age,AgeGroup,MaritalStatus,Gender,Attrition,EducationField,EnvironmentSatisfaction,JobRole,Department,JobLevel,JobInvolvement,JobSatisfaction,PerformanceRating,MonthlyIncome,SalarySlab,HourlyRate,DailyRate,PercentSalaryHike,BusinessTravel,Distance From Home,OverTime,StandardHours,RelationshipSatisfaction,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion
RM1296,41,36-45,Divorced,Female,No,Marketing,High,Sales Executive,Sales,Senior,High,High,Low,"$10,447.00 ",10k-15k,$81.00 ,$796.00 ,13,Rarely,Near,Yes,80,Very Strong,23,22,14,13
RM1297,30,26-35,Single,Female,No,Medical,Low,Manufacturing Director,Research & Development,Senior,High,High,Low,"$9,667.00 ",5k-10k,$64.00 ,"$1,092.00 ",14,Rarely,Near,No,80,Neutral,9,7,7,0
RM1298,26,26-35,Married,Female,Yes,Medical,Very High,Human Resources,Human Resources,Entry Level,High,Medium,Low,"$2,148.00 ",Upto 5k,$69.00 ,$920.00 ,11,Rarely,Moderate,Yes,80,Strong,6,5,1,1
RM1299,46,46-55,Married,Female,Yes,Medical,Very High,Healthcare Representative,Research & Development,Intermediate,High,Medium,High,"$8,926.00 ",5k-10k,$66.00 ,$261.00 ,22,Rarely,Far,No,80,Very Strong,13,9,7,3
RM130,49,46-55,Married,Female,No,Medical,High,Manufacturing Director,Research & Development,Intermediate,High,Low,Low,"$6,567.00 ",5k-10k,$96.00 ,$470.00 ,14,Rarely,Moderate,No,80,Strong,16,15,11,5
RM1300,40,36-45,Divorced,Female,No,Life Sciences,High,Healthcare Representative,Research & Development,Intermediate,High,Very High,Low,"$6,513.00 ",5k-10k,$52.00 ,"$1,194.00 ",17,Rarely,Near,No,80,Very Strong,12,5,3,0
RM1301,34,26-35,Married,Male,No,Technical Degree,Medium,Sales Executive,Sales,Intermediate,Very High,High,High,"$6,799.00 ",5k-10k,$92.00 ,$810.00 ,21,Rarely,Near,No,80,Strong,10,10,8,4
RM1302,58,55+,Divorced,Male,No,Medical,Medium,Manager,Sales,Manager,High,Medium,High,"$16,291.00 ",15k+,$52.00 ,$350.00 ,22,Non,Near,No,80,Very Strong,37,16,9,14
RM1303,35,26-35,Married,Male,No,Medical,Medium,Laboratory Technician,Research & Development,Entry Level,Low,High,Low,"$2,705.00 ",Upto 5k,$91.00 ,$185.00 ,16,Rarely,Far,No,80,Neutral,6,5,4,0
RM1304,47,46-55,Divorced,Female,No,Life Sciences,High,Manufacturing Director,Research & Development,Senior,Medium,Medium,Low,"$10,333.00 ",10k-15k,$92.00 ,"$1,001.00 ",12,Rarely,Near,Yes,80,Strong,28,22,11,14
RM1305,40,36-45,Divorced,Female,No,Life Sciences,Medium,Healthcare Representative,Research & Development,Intermediate,High,Low,Low,"$4,448.00 ",Upto 5k,$47.00 ,$750.00 ,12,Rarely,Moderate,No,80,Neutral,15,7,4,7
RM1306,54,46-55,Married,Female,No,Medical,Very High,Research Scientist,Research & Development,Intermediate,High,Very High,Low,"$6,854.00 ",5k-10k,$68.00 ,$431.00 ,15,Rarely,Near,No,80,Neutral,14,7,1,1
RM1307,31,26-35,Married,Female,No,Marketing,Low,Sales Executive,Sales,Senior,High,Low,Low,"$9,637.00 ",5k-10k,$68.00 ,"$1,125.00 ",14,Frequently,Near,No,80,Very Strong,9,3,2,2
RM1308,28,26-35,Married,Female,No,Medical,High,Research Scientist,Research & Development,Entry Level,High,Low,High,"$3,591.00 ",Upto 5k,$67.00 ,"$1,217.00 ",25,Rarely,Near,No,80,Strong,3,3,2,1
RM1309,38,36-45,Married,Female,No,Marketing,Medium,Sales Representative,Sales,Intermediate,Low,Very High,High,"$5,405.00 ",5k-10k,$77.00 ,$723.00 ,20,Rarely,Near,Yes,80,Weak,20,4,2,0
RM131,43,36-45,Single,Female,No,Medical,Medium,Research Scientist,Research & Development,Entry Level,Very High,High,Low,"$4,739.00 ",Upto 5k,$72.00 ,$957.00 ,12,Frequently,Far,No,80,Very Strong,18,3,2,1
RM1310,26,26-35,Single,Male,No,Medical,High,Sales Executive,Sales,Intermediate,High,Very High,Low,"$4,684.00 ",Upto 5k,$46.00 ,$572.00 ,13,Rarely,Near,No,80,Weak,5,5,3,1
RM1311,58,55+,Married,Male,No,Life Sciences,Low,Research Director,Research & Development,Manager,High,High,Low,"$15,787.00 ",15k+,$87.00 ,"$1,216.00 ",14,Frequently,Moderate,Yes,80,Neutral,23,2,2,2
RM1312,18,18-25,Single,Female,No,Medical,Medium,Research Scientist,Research & Development,Entry Level,High,High,Low,"$1,514.00 ",Upto 5k,$33.00 ,"$1,431.00 ",16,Non,Moderate,No,80,Strong,0,0,0,0
RM1313,31,26-35,Married,Male,Yes,Human Resources,Very High,Human Resources,Human Resources,Entry Level,Very High,Low,Low,"$2,956.00 ",Upto 5k,$89.00 ,$359.00 ,17,Rarely,Moderate,No,80,Strong,2,1,0,0
RM1314,29,26-35,Divorced,Male,Yes,Human Resources,Low,Human Resources,Human Resources,Entry Level,Medium,Low,Low,"$2,335.00 ",Upto 5k,$56.00 ,$350.00 ,15,Rarely,Moderate,Yes,80,Very Strong,4,2,2,2
RM1315,45,36-45,Married,Female,No,Life Sciences,High,Sales Executive,Sales,Intermediate,High,High,High,"$5,154.00 ",5k-10k,$67.00 ,$589.00 ,22,Non,Near,No,80,Neutral,10,8,7,5
RM1316,36,36-45,Married,Female,No,Other,Very High,Research Scientist,Research & Development,Intermediate,High,Medium,High,"$6,962.00 ",5k-10k,$73.00 ,$430.00 ,22,Rarely,Near,Yes,80,Very Strong,15,1,0,0
RM1317,43,36-45,Married,Male,No,Life Sciences,Low,Sales Executive,Sales,Intermediate,High,Very High,High,"$5,675.00 ",5k-10k,$92.00 ,"$1,422.00 ",20,Frequently,Near,No,80,Strong,7,7,7,7
RM1318,27,26-35,Single,Female,No,Life Sciences,Very High,Laboratory Technician,Research & Development,Entry Level,High,Very High,Low,"$2,379.00 ",Upto 5k,$53.00 ,"$1,297.00 ",14,Frequently,Near,Yes,80,Strong,6,5,4,0
RM1319,29,26-35,Married,Male,No,Medical,Very High,Laboratory Technician,Research & Development,Entry Level,High,Very High,Low,"$3,812.00 ",Upto 5k,$40.00 ,$574.00 ,13,Frequently,Moderate,No,80,Neutral,11,11,8,3
RM132,50,46-55,Single,Female,No,Marketing,High,Sales Executive,Sales,Senior,High,Very High,Low,"$9,208.00 ",5k-10k,$77.00 ,$809.00 ,11,Frequently,Moderate,No,80,Very Strong,16,2,2,2
RM1320,32,26-35,Single,Male,No,Marketing,Very High,Sales Executive,Sales,Intermediate,High,Very High,Low,"$4,648.00 ",Upto 5k,$79.00 ,"$1,318.00 ",13,Frequently,Near,No,80,Strong,4,0,0,0
RM1321,42,36-45,Married,Male,No,Technical Degree,High,Research Scientist,Research & Development,Entry Level,High,High,High,"$2,936.00 ",Upto 5k,$38.00 ,$355.00 ,22,Non,Near,No,80,Neutral,10,6,3,3
RM1322,47,46-55,Single,Female,No,Life Sciences,Medium,Laboratory Technician,Research & Development,Entry Level,High,High,Low,"$2,105.00 ",Upto 5k,$64.00 ,$207.00 ,12,Rarely,Near,No,80,Strong,7,2,2,2
RM1323,46,46-55,Divorced,Male,No,Life Sciences,Very High,Manufacturing Director,Research & Development,Senior,High,Very High,Low,"$8,578.00 ",5k-10k,$82.00 ,$706.00 ,14,Rarely,Near,No,80,Strong,12,9,8,4
RM1324,28,26-35,Divorced,Male,No,Life Sciences,High,Human Resources,Human Resources,Entry Level,High,Very High,Low,"$2,706.00 ",Upto 5k,$43.00 ,$280.00 ,15,Non,Near,No,80,Neutral,3,3,2,2
RM1325,29,26-35,Divorced,Male,No,Life Sciences,Very High,Healthcare Representative,Research & Development,Intermediate,Low,High,Low,"$6,384.00 ",5k-10k,$93.00 ,$726.00 ,17,Rarely,Far,No,80,Very Strong,11,7,0,1
RM1326,42,36-45,Single,Male,No,Life Sciences,Very High,Laboratory Technician,Research & Development,Entry Level,High,High,Low,"$3,968.00 ",Upto 5k,$81.00 ,"$1,142.00 ",13,Rarely,Near,No,80,Very Strong,8,0,0,0
RM1327,32,26-35,Single,Male,Yes,Marketing,High,Sales Executive,Sales,Intermediate,Medium,Medium,Low,"$9,907.00 ",5k-10k,$82.00 ,$414.00 ,12,Rarely,Near,Yes,80,Strong,7,2,2,2
RM1328,46,46-55,Divorced,Female,No,Technical Degree,Low,Sales Executive,Sales,Manager,Very High,Low,Low,"$13,225.00 ",10k-15k,$45.00 ,"$1,319.00 ",12,Rarely,Near,No,80,Very Strong,25,19,17,2
RM1329,27,26-35,Married,Female,No,Medical,Medium,Sales Representative,Sales,Intermediate,Medium,High,High,"$3,540.00 ",Upto 5k,$36.00 ,$728.00 ,21,Rarely,Far,No,80,Very Strong,9,9,8,5
RM133,31,26-35,Married,Female,Yes,Life Sciences,Medium,Sales Executive,Sales,Intermediate,Low,High,Low,"$4,559.00 ",Upto 5k,$71.00 ,$542.00 ,11,Rarely,Moderate,Yes,80,Strong,4,2,2,2
RM1330,29,26-35,Married,Male,No,Medical,Very High,Human Resources,Human Resources,Entry Level,Medium,Medium,Low,"$2,804.00 ",Upto 5k,$87.00 ,$352.00 ,11,Rarely,Near,No,80,Very Strong,1,1,0,0
RM1331,43,36-45,Married,Female,No,Medical,Low,Manager,Research & Development,Executive,Medium,High,Low,"$19,392.00 ",15k+,$81.00 ,$823.00 ,13,Rarely,Near,No,80,Very Strong,21,16,12,6
RM1332,48,46-55,Married,Male,No,Life Sciences,Very High,Research Director,Research & Development,Executive,Medium,Medium,Low,"$19,665.00 ",15k+,$91.00 ,"$1,224.00 ",12,Rarely,Near,No,80,Very Strong,29,22,10,12
RM1333,29,26-35,Single,Male,Yes,Life Sciences,Very High,Research Scientist,Research & Development,Entry Level,Medium,Very High,High,"$2,439.00 ",Upto 5k,$73.00 ,$459.00 ,24,Frequently,Far,Yes,80,Neutral,1,1,0,1
RM1334,46,46-55,Married,Female,Yes,Life Sciences,High,Sales Executive,Sales,Senior,High,Medium,High,"$7,314.00 ",5k-10k,$64.00 ,"$1,254.00 ",21,Rarely,Near,No,80,Strong,14,8,7,0
RM1335,27,26-35,Married,Female,No,Life Sciences,Very High,Research Scientist,Research & Development,Entry Level,Medium,Low,Low,"$4,774.00 ",Upto 5k,$77.00 ,"$1,131.00 ",19,Frequently,Moderate,No,80,Very Strong,8,7,6,7
RM1336,39,36-45,Divorced,Male,No,Other,Very High,Research Scientist,Research & Development,Intermediate,High,Very High,Low,"$3,902.00 ",Upto 5k,$41.00 ,$835.00 ,14,Rarely,Moderate,No,80,Neutral,7,2,2,2
RM1337,55,46-55,Married,Male,No,Technical Degree,Medium,Research Scientist,Research & Development,Entry Level,Medium,Very High,High,"$2,662.00 ",Upto 5k,$98.00 ,$836.00 ,20,Rarely,Near,No,80,Neutral,19,5,2,0
RM1338,28,26-35,Married,Female,No,Medical,Medium,Sales Representative,Sales,Entry Level,High,Medium,Low,"$2,856.00 ",Upto 5k,$78.00 ,"$1,172.00 ",19,Rarely,Near,No,80,Very Strong,1,1,0,0
RM1339,30,26-35,Single,Male,Yes,Medical,Medium,Sales Representative,Sales,Entry Level,High,Very High,Low,"$1,081.00 ",Upto 5k,$89.00 ,$945.00 ,13,Rarely,Near,No,80,Strong,1,1,0,0
RM134,41,36-45,Divorced,Male,No,Life Sciences,High,Sales Executive,Sales,Senior,High,High,Low,"$8,189.00 ",5k-10k,$96.00 ,$802.00 ,13,Rarely,Near,Yes,80,Strong,12,9,7,0
RM1340,22,18-25,Single,Male,Yes,Life Sciences,Very High,Research Scientist,Research & Development,Entry Level,High,Medium,High,"$2,472.00 ",Upto 5k,$75.00 ,$391.00 ,23,Rarely,Near,Yes,80,Weak,1,1,0,0
RM1341,36,36-45,Married,Female,No,Technical Degree,Medium,Sales Executive,Sales,Intermediate,Medium,High,Low,"$5,673.00 ",5k-10k,$63.00 ,"$1,266.00 ",13,Rarely,Near,Yes,80,Weak,10,10,9,1
RM1342,31,26-35,Divorced,Male,No,Life Sciences,Medium,Laboratory Technician,Research & Development,Intermediate,High,High,Low,"$4,197.00 ",Upto 5k,$89.00 ,$311.00 ,11,Rarely,Moderate,No,80,Weak,10,10,8,0
RM1343,34,26-35,Married,Male,No,Life Sciences,High,Sales Executive,Sales,Senior,High,Very High,Low,"$9,713.00 ",5k-10k,$64.00 ,"$1,480.00 ",13,Rarely,Near,Yes,80,Very Strong,9,5,3,1
RM1344,29,26-35,Single,Male,No,Life Sciences,Very High,Laboratory Technician,Research & Development,Entry Level,High,Low,Low,"$2,062.00 ",Upto 5k,$59.00 ,$592.00 ,14,Rarely,Near,No,80,Neutral,11,3,2,1
RM1345,37,36-45,Married,Male,No,Medical,Very High,Research Scientist,Research & Development,Intermediate,High,Low,High,"$4,284.00 ",Upto 5k,$78.00 ,$783.00 ,22,Rarely,Near,Yes,80,Strong,16,5,3,0
RM1346,35,26-35,Married,Female,No,Other,Very High,Manufacturing Director,Research & Development,Intermediate,Medium,Medium,Low,"$4,788.00 ",Upto 5k,$44.00 ,$219.00 ,11,Rarely,Moderate,Yes,80,Very Strong,4,3,2,0
RM1347,45,36-45,Married,Female,No,Life Sciences,Medium,Manufacturing Director,Research & Development,Intermediate,Medium,Very High,Low,"$5,906.00 ",5k-10k,$93.00 ,$556.00 ,13,Rarely,Far,No,80,Very Strong,10,9,8,3
RM1348,36,36-45,Single,Male,No,Human Resources,Medium,Human Resources,Human Resources,Intermediate,Medium,Very High,High,"$3,886.00 ",Upto 5k,$94.00 ,"$1,213.00 ",21,Frequently,Near,No,80,Very Strong,10,10,1,0
RM1349,40,36-45,Divorced,Male,No,Life Sciences,Low,Manager,Research & Development,Manager,High,Low,Low,"$16,823.00 ",15k+,$98.00 ,"$1,137.00 ",11,Rarely,Near,No,80,Weak,22,19,7,11
RM135,26,26-35,Married,Female,No,Life Sciences,High,Human Resources,Human Resources,Entry Level,High,High,High,"$2,942.00 ",Upto 5k,$61.00 ,"$1,355.00 ",23,Rarely,Far,No,80,Very Strong,8,8,7,5
RM1350,26,26-35,Married,Female,No,Life Sciences,Medium,Research Scientist,Research & Development,Entry Level,Medium,High,Low,"$2,933.00 ",Upto 5k,$90.00 ,$482.00 ,13,Rarely,Near,Yes,80,Strong,1,1,0,1
RM1351,27,26-35,Single,Female,No,Medical,Low,Sales Executive,Sales,Intermediate,Very High,High,Low,"$6,500.00 ",5k-10k,$89.00 ,$511.00 ,14,Rarely,Near,No,80,Neutral,9,8,7,0
RM1352,48,46-55,Divorced,Female,No,Medical,Very High,Manager,Research & Development,Manager,High,Very High,Low,"$17,174.00 ",15k+,$58.00 ,$117.00 ,11,Frequently,Far,No,80,Neutral,24,22,17,4
RM1353,44,36-45,Married,Male,No,Life Sciences,Medium,Healthcare Representative,Research & Development,Intermediate,Very High,Low,Low,"$5,033.00 ",5k-10k,$78.00 ,$170.00 ,15,Rarely,Near,No,80,Very Strong,10,2,0,2
RM1354,34,26-35,Married,Male,Yes,Technical Degree,Very High,Research Scientist,Research & Development,Entry Level,Low,Low,High,"$2,307.00 ",Upto 5k,$85.00 ,$967.00 ,23,Non,Moderate,Yes,80,Neutral,5,5,2,3
RM1355,56,55+,Single,Male,Yes,Life Sciences,Low,Laboratory Technician,Research & Development,Entry Level,High,Very High,Low,"$2,587.00 ",Upto 5k,$97.00 ,"$1,162.00 ",16,Rarely,Far,No,80,Very Strong,5,4,2,1
RM1356,36,36-45,Married,Male,No,Marketing,High,Sales Executive,Sales,Intermediate,Medium,Medium,Low,"$5,507.00 ",5k-10k,$33.00 ,$335.00 ,16,Rarely,Moderate,No,80,Strong,12,4,2,1
RM1357,41,36-45,Married,Female,No,Marketing,High,Sales Executive,Sales,Intermediate,High,Medium,High,"$4,393.00 ",Upto 5k,$54.00 ,$337.00 ,21,Rarely,Near,No,80,Strong,14,5,4,1
RM1358,42,36-45,Married,Male,No,Medical,High,Research Director,Research & Development,Senior,High,Low,Low,"$13,348.00 ",10k-15k,$83.00 ,"$1,396.00 ",13,Rarely,Near,No,80,Neutral,18,13,7,5
RM1359,31,26-35,Divorced,Female,No,Medical,High,Sales Executive,Sales,Intermediate,High,Very High,Low,"$6,583.00 ",5k-10k,$86.00 ,"$1,079.00 ",11,Rarely,Near,Yes,80,Very Strong,8,5,2,1
RM136,36,36-45,Divorced,Male,No,Medical,Medium,Manufacturing Director,Research & Development,Intermediate,High,Medium,High,"$4,941.00 ",Upto 5k,$84.00 ,$216.00 ,20,Rarely,Near,No,80,Very Strong,7,3,2,0
RM1360,34,26-35,Married,Female,No,Medical,Very High,Sales Executive,Sales,Intermediate,Medium,Very High,Low,"$8,103.00 ",5k-10k,$75.00 ,$735.00 ,12,Rarely,Near,Yes,80,Strong,9,4,2,0
RM1361,31,26-35,Divorced,Female,No,Medical,Low,Laboratory Technician,Research & Development,Entry Level,Very High,High,Low,"$3,978.00 ",Upto 5k,$62.00 ,$471.00 ,12,Rarely,Near,No,80,Neutral,4,2,2,2
RM1362,26,26-35,Married,Male,No,Other,High,Laboratory Technician,Research & Development,Entry Level,Very High,Very High,Low,"$2,544.00 ",Upto 5k,$61.00 ,"$1,096.00 ",18,Frequently,Near,No,80,Weak,8,7,7,7
RM1363,45,36-45,Single,Male,No,Medical,Medium,Healthcare Representative,Research & Development,Intermediate,High,High,Low,"$5,399.00 ",5k-10k,$44.00 ,"$1,297.00 ",12,Frequently,Near,No,80,Strong,12,4,2,0
RM1364,33,26-35,Single,Male,No,Marketing,Medium,Sales Executive,Sales,Intermediate,High,High,Low,"$5,487.00 ",5k-10k,$43.00 ,$217.00 ,14,Rarely,Near,No,80,Neutral,10,10,4,0
RM1365,28,26-35,Married,Male,No,Life Sciences,High,Sales Executive,Sales,Intermediate,Medium,Very High,Low,"$6,834.00 ",5k-10k,$42.00 ,$783.00 ,12,Frequently,Near,Yes,80,Strong,7,7,7,0
RM1366,29,26-35,Single,Male,Yes,Technical Degree,High,Sales Representative,Sales,Entry Level,Very High,Low,Low,"$1,091.00 ",Upto 5k,$45.00 ,$746.00 ,17,Frequently,Far,No,80,Very Strong,1,1,0,0
RM1367,39,36-45,Married,Female,No,Life Sciences,Low,Sales Executive,Sales,Intermediate,Low,High,Low,"$5,736.00 ",5k-10k,$32.00 ,"$1,251.00 ",19,Non,Far,No,80,Strong,10,3,2,1
RM1368,27,26-35,Married,Male,No,Technical Degree,Medium,Research Scientist,Research & Development,Entry Level,High,Medium,Low,"$2,226.00 ",Upto 5k,$41.00 ,"$1,354.00 ",11,Rarely,Near,No,80,Strong,6,5,3,1
RM1369,34,26-35,Married,Male,No,Other,High,Research Scientist,Research & Development,Intermediate,Medium,Very High,Low,"$5,747.00 ",5k-10k,$86.00 ,$735.00 ,15,Frequently,Far,Yes,80,Neutral,16,15,10,6
RM137,51,46-55,Single,Male,Yes,Life Sciences,Low,Manufacturing Director,Research & Development,Senior,Low,Very High,Low,"$10,650.00 ",10k-15k,$53.00 ,"$1,150.00 ",15,Frequently,Near,No,80,Very Strong,18,4,2,0
RM1370,28,26-35,Single,Female,Yes,Marketing,Very High,Sales Executive,Sales,Intermediate,High,High,Low,"$9,854.00 ",5k-10k,$84.00 ,"$1,475.00 ",11,Rarely,Moderate,Yes,80,Very Strong,6,2,0,2
RM1371,47,46-55,Married,Male,No,Technical Degree,High,Research Scientist,Research & Development,Intermediate,High,Medium,Low,"$5,467.00 ",5k-10k,$64.00 ,"$1,169.00 ",18,Non,Moderate,No,80,Strong,16,8,7,1
RM1372,56,55+,Married,Female,No,Marketing,Very High,Sales Executive,Sales,Intermediate,Medium,Low,Low,"$5,380.00 ",5k-10k,$89.00 ,"$1,443.00 ",16,Rarely,Moderate,No,80,Strong,6,0,0,0
RM1373,39,36-45,Married,Male,No,Medical,Low,Manufacturing Director,Research & Development,Intermediate,High,Low,High,"$5,151.00 ",5k-10k,$87.00 ,$867.00 ,25,Rarely,Near,No,80,Very Strong,10,10,0,7
RM1374,38,36-45,Divorced,Female,No,Medical,Very High,Research Scientist,Research & Development,Intermediate,Medium,Medium,Low,"$2,133.00 ",Upto 5k,$58.00 ,"$1,394.00 ",16,Frequently,Near,Yes,80,Strong,20,20,11,0
RM1375,58,55+,Married,Female,No,Life Sciences,Very High,Manager,Sales,Manager,High,Very High,Low,"$17,875.00 ",15k+,$72.00 ,$605.00 ,13,Rarely,Far,Yes,80,Strong,29,1,0,0
RM1376,32,26-35,Single,Female,Yes,Life Sciences,Low,Research Scientist,Research & Development,Entry Level,Very High,High,Low,"$2,432.00 ",Upto 5k,$47.00 ,$238.00 ,14,Frequently,Near,Yes,80,Weak,8,4,1,0
RM1377,38,36-45,Divorced,Male,No,Life Sciences,Medium,Research Scientist,Research & Development,Entry Level,High,Very High,Low,"$4,771.00 ",Upto 5k,$71.00 ,"$1,206.00 ",19,Rarely,Near,No,80,Very Strong,10,5,2,0
RM1378,49,46-55,Married,Male,No,Life Sciences,Medium,Research Director,Research & Development,Executive,High,Very High,Low,"$19,161.00 ",15k+,$42.00 ,"$1,064.00 ",15,Frequently,Near,No,80,Very Strong,28,5,4,4
RM1379,42,36-45,Divorced,Male,No,Marketing,Medium,Sales Executive,Sales,Intermediate,High,Very High,Low,"$5,087.00 ",5k-10k,$77.00 ,$419.00 ,12,Rarely,Moderate,Yes,80,Strong,14,0,0,0
RM138,39,36-45,Married,Female,No,Life Sciences,Very High,Sales Executive,Sales,Intermediate,Medium,High,Low,"$5,902.00 ",5k-10k,$47.00 ,"$1,329.00 ",14,Rarely,Near,No,80,Strong,17,15,11,5
RM1380,27,26-35,Married,Female,Yes,Human Resources,Low,Human Resources,Human Resources,Entry Level,Medium,Medium,Low,"$2,863.00 ",Upto 5k,$58.00 ,"$1,337.00 ",12,Frequently,Far,No,80,Weak,1,1,0,0
RM1381,35,26-35,Married,Male,No,Medical,Medium,Sales Executive,Sales,Intermediate,High,Low,Low,"$5,561.00 ",5k-10k,$71.00 ,$682.00 ,16,Rarely,Moderate,No,80,Very Strong,6,5,3,0
RM1382,28,26-35,Single,Male,No,Medical,High,Research Scientist,Research & Development,Entry Level,High,High,Low,"$2,144.00 ",Upto 5k,$49.00 ,"$1,103.00 ",14,Non,Moderate,No,80,Strong,5,5,3,1
RM1383,31,26-35,Divorced,Male,No,Medical,High,Research Scientist,Research & Development,Entry Level,High,Low,Low,"$3,065.00 ",Upto 5k,$48.00 ,$976.00 ,13,Non,Near,Yes,80,Very Strong,4,4,2,2
RM1384,36,36-45,Married,Male,No,Life Sciences,Low,Laboratory Technician,Research & Development,Entry Level,Very High,Medium,High,"$2,810.00 ",Upto 5k,$66.00 ,"$1,351.00 ",22,Non,Near,No,80,Neutral,5,5,4,0
RM1385,34,26-35,Single,Male,No,Marketing,Low,Sales Executive,Sales,Senior,High,Very High,High,"$9,888.00 ",5k-10k,$32.00 ,$937.00 ,21,Rarely,Near,No,80,Weak,14,14,8,2
RM1386,34,26-35,Divorced,Male,No,Medical,Very High,Sales Executive,Sales,Senior,High,High,Low,"$8,628.00 ",5k-10k,$39.00 ,"$1,239.00 ",18,Rarely,Moderate,No,80,Strong,9,8,7,1
RM1387,26,26-35,Single,Male,No,Medical,High,Laboratory Technician,Research & Development,Entry Level,High,Low,Low,"$2,867.00 ",Upto 5k,$95.00 ,$157.00 ,13,Rarely,Near,No,80,Very Strong,8,7,7,7
RM1388,29,26-35,Married,Male,No,Life Sciences,Low,Healthcare Representative,Research & Development,Intermediate,High,Low,Low,"$5,373.00 ",5k-10k,$89.00 ,$136.00 ,12,Rarely,Near,No,80,Weak,6,5,3,0
RM1389,32,26-35,Divorced,Female,No,Medical,High,Healthcare Representative,Research & Development,Intermediate,High,Very High,Low,"$6,667.00 ",5k-10k,$34.00 ,"$1,146.00 ",18,Non,Moderate,No,80,Neutral,9,5,1,1
RM139,25,18-25,Married,Male,No,Life Sciences,Low,Sales Executive,Sales,Intermediate,Medium,High,Low,"$8,639.00 ",5k-10k,$41.00 ,$959.00 ,18,Rarely,Far,No,80,Very Strong,6,2,2,2
RM1390,31,26-35,Married,Male,No,Life Sciences,Very High,Research Scientist,Research & Development,Intermediate,Low,Low,High,"$5,003.00 ",5k-10k,$48.00 ,"$1,125.00 ",21,Frequently,Near,No,80,Neutral,10,10,8,8
RM1391,28,26-35,Divorced,Male,Yes,Technical Degree,High,Laboratory Technician,Research & Development,Entry Level,Medium,Very High,Low,"$2,367.00 ",Upto 5k,$32.00 ,"$1,404.00 ",12,Rarely,Moderate,No,80,Weak,6,4,1,0
RM1392,38,36-45,Single,Male,No,Life Sciences,Low,Sales Representative,Sales,Entry Level,Medium,Low,Low,"$2,858.00 ",Upto 5k,$59.00 ,"$1,404.00 ",14,Rarely,Near,No,80,Weak,20,1,0,0
RM1393,35,26-35,Married,Female,No,Life Sciences,High,Sales Executive,Sales,Intermediate,High,Very High,Low,"$5,204.00 ",5k-10k,$55.00 ,"$1,224.00 ",11,Rarely,Near,Yes,80,Very Strong,10,10,8,0
RM1394,27,26-35,Single,Male,No,Marketing,Very High,Sales Executive,Sales,Intermediate,High,Very High,Low,"$4,105.00 ",Upto 5k,$44.00 ,$954.00 ,14,Rarely,Near,No,80,Weak,7,7,7,0
RM1395,32,26-35,Single,Male,No,Life Sciences,Very High,Manufacturing Director,Research & Development,Intermediate,Medium,Very High,High,"$9,679.00 ",5k-10k,$56.00 ,"$1,373.00 ",24,Rarely,Near,No,80,Neutral,8,1,0,0
RM1396,31,26-35,Married,Male,Yes,Marketing,Low,Sales Executive,Sales,Intermediate,High,Very High,Low,"$5,617.00 ",5k-10k,$63.00 ,$754.00 ,11,Frequently,Far,Yes,80,Strong,10,10,7,0
RM1397,53,46-55,Single,Male,Yes,Life Sciences,Low,Sales Executive,Sales,Senior,High,Low,Low,"$10,448.00 ",10k-15k,$66.00 ,"$1,168.00 ",13,Rarely,Far,Yes,80,Neutral,15,2,2,2
